"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"14876-8234","LW","Eric","Staal","2.262121212121212","66","5800","NYI@NYR","NYR","NYI","","","",""
"14876-8420","LW","Benoit","Pouliot","2.4654545454545453","55","5800","EDM@WPG","EDM","WPG","O","Shoulder","",""
"14876-8335","LW","Henrik","Zetterberg","2.63125","64","5800","DET@CHI","DET","CHI","","","",""
"14876-14457","D","John","Klingberg","3.007575757575758","66","5800","DAL@OTT","DAL","OTT","DTD","Lower body","",""
"14876-8266","D","Duncan","Keith","2.7875","56","5700","DET@CHI","CHI","DET","","","",""
"14876-12411","D","Ryan","McDonagh","2.3135593220338984","59","5700","NYI@NYR","NYR","NYI","","","",""
"14876-12253","RW","Mats","Zuccarello Aasen","2.9323076923076923","65","5700","NYI@NYR","NYR","NYI","","","",""
"14876-21927","LW","Chris","Kreider","2.3701612903225806","62","5600","NYI@NYR","NYR","NYI","","","",""
"14876-8534","C","Jason","Spezza","3.2449999999999997","60","5600","DAL@OTT","DAL","OTT","","","",""
"14876-8258","RW","Patrick","Sharp","3.0315384615384615","65","5500","DAL@OTT","DAL","OTT","O","Lower body","",""
"14876-8267","D","Brent","Seabrook","2.6712121212121214","66","5500","DET@CHI","CHI","DET","","","",""
"14876-15360","LW","J.T.","Miller","2.3615384615384616","65","5500","NYI@NYR","NYR","NYI","","","",""
"14876-13982","LW","Gustav","Nyquist","2.284375","64","5400","DET@CHI","DET","CHI","","","",""
"14876-39238","RW","Anders","Lee","2.2943548387096775","62","5400","NYI@NYR","NYI","NYR","","","",""
"14876-9259","LW","Mike","Hoffman","3.217741935483871","62","5300","DAL@OTT","OTT","DAL","","","",""
"14876-8414","C","Mikko","Koivu","2.577272727272727","66","5300","STL@MIN","MIN","STL","","","",""
"14876-14565","C","Mika","Zibanejad","2.3707692307692305","65","5300","DAL@OTT","OTT","DAL","","","",""
"14876-62788","LW","Dylan","Larkin","3.108064516129032","62","5300","DET@CHI","DET","CHI","","","",""
"14876-8162","C","Bryan","Little","2.592982456140351","57","5200","EDM@WPG","WPG","EDM","O","Back","",""
"14876-9321","RW","Tomas","Tatar","2.4619047619047616","63","5200","DET@CHI","DET","CHI","","","",""
"14876-15281","RW","Andrew","Shaw","2.287121212121212","66","5200","DET@CHI","CHI","DET","","","",""
"14876-9079","D","Keith","Yandle","2.3107692307692305","65","5200","NYI@NYR","NYR","NYI","","","",""
"14876-12644","RW","Kyle","Palmieri","2.9871212121212123","66","5100","PIT@NJ","NJ","PIT","","","",""
"14876-15357","LW","Carl","Hagelin","1.75625","64","5100","PIT@NJ","PIT","NJ","","","",""
"14876-8198","LW","Thomas","Vanek","2.393846153846154","65","5100","STL@MIN","MIN","STL","","","",""
"14876-15287","C","Jean-Gabriel","Pageau","2.0484848484848484","66","5100","DAL@OTT","OTT","DAL","","","",""
"14876-8932","LW","Zack","Smith","1.9476923076923076","65","5100","DAL@OTT","OTT","DAL","","","",""
"14876-61246","D","Colton","Parayko","2.276190476190476","63","5000","STL@MIN","STL","MIN","","","",""
"14876-8838","D","Johnny","Boychuk","2.2147058823529413","51","5000","NYI@NYR","NYI","NYR","","","",""
"14876-39269","C","Erik","Haula","1.7","60","5000","STL@MIN","MIN","STL","","","",""
"14876-21897","LW","Brock","Nelson","2.3419354838709676","62","4900","NYI@NYR","NYI","NYR","","","",""
"14876-12728","LW","Nino","Niederreiter","2.2333333333333334","66","4900","STL@MIN","MIN","STL","","","",""
"14876-8466","D","Ryan","Suter","2.7803030303030303","66","4900","STL@MIN","MIN","STL","","","",""
"14876-11365","D","Kevin","Shattenkirk","2.432142857142857","56","4800","STL@MIN","STL","MIN","","","",""
"14876-11170","D","Nick","Leddy","1.6862903225806454","62","4800","NYI@NYR","NYI","NYR","","","",""
"14876-15386","RW","Ryan","Strome","1.9235294117647057","51","4800","NYI@NYR","NYI","NYR","","","",""
"14876-8674","LW","Mikhail","Grabovski","1.8412280701754387","57","4800","NYI@NYR","NYI","NYR","IR","Upper body","",""
"14876-16969","RW","Charlie","Coyle","2.2757575757575754","66","4700","STL@MIN","MIN","STL","","","",""
"14876-23041","C","Mikael","Granlund","1.927272727272727","66","4700","STL@MIN","MIN","STL","","","",""
"14876-8474","LW","Patrik","Elias","1.830769230769231","13","4700","PIT@NJ","NJ","PIT","IR","Knee","",""
"14876-58907","LW","Nikolaj","Ehlers","2.2563492063492063","63","4700","EDM@WPG","WPG","EDM","DTD","Eye","",""
"14876-9305","LW","Mathieu","Perreault","2.123809523809524","63","4500","EDM@WPG","WPG","EDM","","","",""
"14876-8228","D","Dion","Phaneuf","2.196825396825397","63","4500","DAL@OTT","OTT","DAL","","","",""
"14876-8341","RW","Justin","Abdelkader","2.3078125","64","4500","DET@CHI","DET","CHI","","","",""
"14876-8516","C","Artem","Anisimov","2.1569230769230767","65","4500","DET@CHI","CHI","DET","","","",""
"14876-8475","C","Travis","Zajac","2.228448275862069","58","4500","PIT@NJ","NJ","PIT","","","",""
"14876-43178","C","Teuvo","Teravainen","1.935483870967742","62","4500","DET@CHI","CHI","DET","","","",""
"14876-8138","RW","Bobby","Ryan","2.813846153846154","65","4400","DAL@OTT","OTT","DAL","","","",""
"14876-8274","C","Paul","Stastny","2.0520833333333335","48","4400","STL@MIN","STL","MIN","","","",""
"14876-8315","RW","Brad","Richards","2.176","50","4400","DET@CHI","DET","CHI","","","",""
"14876-8726","D","Mike","Green","1.7392857142857143","56","4400","DET@CHI","DET","CHI","","","",""
"14876-8362","RW","Ales","Hemsky","1.8220338983050848","59","4400","DAL@OTT","DAL","OTT","","","",""
"14876-9036","D","Travis","Hamonic","1.6525862068965516","58","4400","NYI@NYR","NYI","NYR","","","",""
"14876-12843","C","Adam","Henrique","2.77890625","64","4400","PIT@NJ","NJ","PIT","","","",""
"14876-9077","C","Kyle","Turris","2.0842105263157897","57","4300","DAL@OTT","OTT","DAL","O","Ankle","",""
"14876-12289","C","Jori","Lehtera","1.7079365079365079","63","4300","STL@MIN","STL","MIN","DTD","Upper body","",""
"14876-58883","LW","Robby","Fabbri","1.8541666666666667","60","4300","STL@MIN","STL","MIN","","","",""
"14876-23225","D","Mathew","Dumba","1.7454545454545456","66","4300","STL@MIN","MIN","STL","","","",""
"14876-58990","RW","Kevin","Hayes","2.0523809523809526","63","4300","NYI@NYR","NYR","NYI","","","",""
"14876-58331","C","Leon","Draisaitl","2.8228070175438598","57","4200","EDM@WPG","EDM","WPG","","","",""
"14876-15333","LW","Antoine","Roussel","1.7976562500000002","64","4200","DAL@OTT","DAL","OTT","","","",""
"14876-8203","RW","Drew","Stafford","2.1933333333333334","60","4200","EDM@WPG","WPG","EDM","","","",""
"14876-8211","D","Tyler","Myers","1.9671875","64","4200","EDM@WPG","WPG","EDM","","","",""
"14876-42862","D","Olli","Maatta","1.774137931034483","58","4200","PIT@NJ","PIT","NJ","","","",""
"14876-9354","LW","Patrick","Maroon","1.2474137931034481","58","4200","EDM@WPG","EDM","WPG","","","",""
"14876-42912","D","Oscar","Klefbom","1.54","30","4200","EDM@WPG","EDM","WPG","IR","Infection","",""
"14876-8340","LW","Darren","Helm","1.6316666666666668","60","4200","DET@CHI","DET","CHI","","","",""
"14876-12645","RW","Devante","Smith-Pelly","1.41875","48","4100","PIT@NJ","NJ","PIT","","","",""
"14876-8310","D","Kris","Russell","1.090566037735849","53","4100","DAL@OTT","DAL","OTT","","","",""
"14876-9270","D","Jason","Demers","2.130508474576271","59","4100","DAL@OTT","DAL","OTT","","","",""
"14876-21686","LW","Jason","Zucker","1.9881355932203393","59","4100","STL@MIN","MIN","STL","","","",""
"14876-39245","D","Jacob","Trouba","1.5301587301587303","63","4100","EDM@WPG","WPG","EDM","DTD","Upper body","",""
"14876-8720","RW","Tomas","Fleischmann","1.7016666666666667","60","4000","DET@CHI","CHI","DET","","","",""
"14876-11225","RW","Dale","Weise","2.1526315789473687","57","4000","DET@CHI","CHI","DET","","","",""
"14876-8611","D","Alex","Goligoski","1.9015151515151516","66","4000","DAL@OTT","DAL","OTT","","","",""
"14876-8270","D","Niklas","Hjalmarsson","1.343939393939394","66","3900","DET@CHI","CHI","DET","","","",""
"14876-9293","RW","Troy","Brouwer","1.7280303030303032","66","3900","STL@MIN","STL","MIN","","","",""
"14876-8348","D","Niklas","Kronwall","1.1714285714285715","49","3900","DET@CHI","DET","CHI","","","",""
"14876-9033","C","Casey","Cizikas","1.5056451612903226","62","3900","NYI@NYR","NYI","NYR","","","",""
"14876-11152","RW","Zack","Kassian","1.8666666666666667","21","3900","EDM@WPG","EDM","WPG","","","",""
"14876-8495","LW","Josh","Bailey","1.6885245901639345","61","3900","NYI@NYR","NYI","NYR","","","",""
"14876-11122","C","Nick","Bonino","1.2455555555555555","45","3900","PIT@NJ","PIT","NJ","","","",""
"14876-8327","D","Trevor","Daley","1.34375","64","3800","PIT@NJ","PIT","NJ","","","",""
"14876-23053","RW","Jesper","Fast","1.435483870967742","62","3800","NYI@NYR","NYR","NYI","","","",""
"14876-37883","D","Cody","Ceci","1.535593220338983","59","3800","DAL@OTT","OTT","DAL","","","",""
"14876-60686","LW","Mattias","Janmark","1.8696969696969699","66","3700","DAL@OTT","DAL","OTT","","","",""
"14876-9325","RW","Patrick","Eaves","1.485","40","3700","DAL@OTT","DAL","OTT","DTD","Illness","",""
"14876-11284","C","Cody","Eakin","1.7893939393939393","66","3700","DAL@OTT","DAL","OTT","","","",""
"14876-8434","C","Scott","Gomez","0.9434782608695652","23","3700","DAL@OTT","OTT","DAL","","","",""
"14876-21755","RW","Alex","Chiasson","1.1311475409836065","61","3700","DAL@OTT","OTT","DAL","","","",""
"14876-14451","LW","Oscar","Lindberg","2.045967741935484","62","3700","NYI@NYR","NYR","NYI","","","",""
"14876-8576","C","Vernon","Fiddler","1.4553030303030305","66","3700","DAL@OTT","DAL","OTT","","","",""
"14876-39248","RW","Dmitrij","Jaskin","1.2150943396226417","53","3700","STL@MIN","STL","MIN","","","",""
"14876-15328","D","Brandon","Davidson","1.276","50","3600","EDM@WPG","EDM","WPG","","","",""
"14876-8708","D","Christian","Ehrhoff","1.2428571428571429","42","3600","DET@CHI","CHI","DET","","","",""
"14876-8411","D","Thomas","Hickey","1.2651162790697676","43","3600","NYI@NYR","NYI","NYR","","","",""
"14876-42983","RW","Joel","Armia","1.2333333333333334","33","3600","EDM@WPG","WPG","EDM","","","",""
"14876-8526","D","Daniel","Girardi","1.3711864406779661","59","3600","NYI@NYR","NYR","NYI","","","",""
"14876-8469","D","Kevin","Klein","1.3221153846153846","52","3600","NYI@NYR","NYR","NYI","","","",""
"14876-9011","D","Andrej","Sekera","1.490909090909091","66","3600","EDM@WPG","EDM","WPG","","","",""
"14876-15341","RW","Ty","Rattie","1.876923076923077","13","3500","STL@MIN","STL","MIN","","","",""
"14876-9290","LW","Bryan","Bickell","0.3869565217391305","23","3500","DET@CHI","CHI","DET","","","",""
"14876-39145","D","Dan","DeKeyser","1.3616666666666668","60","3500","DET@CHI","DET","CHI","","","",""
"14876-8236","C","Matt","Cullen","1.3421875","64","3500","PIT@NJ","PIT","NJ","","","",""
"14876-8428","D","Marek","Zidlicky","1.2874999999999999","48","3500","NYI@NYR","NYI","NYR","","","",""
"14876-11254","D","Ian","Cole","0.6423076923076925","52","3500","PIT@NJ","PIT","NJ","","","",""
"14876-8992","RW","Colton","Sceviour","1.6344827586206898","58","3500","DAL@OTT","DAL","OTT","","","",""
"14876-9196","LW","Matt","Martin","1.5161290322580645","62","3500","NYI@NYR","NYI","NYR","","","",""
"14876-8626","D","Dan","Boyle","1.5120689655172415","58","3500","NYI@NYR","NYR","NYI","","","",""
"14876-8742","RW","Viktor","Stalberg","1.5915254237288137","59","3400","NYI@NYR","NYR","NYI","","","",""
"14876-21921","C","Riley","Sheahan","1.173015873015873","63","3400","DET@CHI","DET","CHI","","","",""
"14876-58879","LW","Scott","Wilson","1.4","21","3400","PIT@NJ","PIT","NJ","","","",""
"14876-8320","LW","Steve","Ott","0.8523809523809524","21","3400","STL@MIN","STL","MIN","IR","Hamstring","",""
"14876-41392","RW","Valeri","Nichushkin","1.819047619047619","63","3400","DAL@OTT","DAL","OTT","","","",""
"14876-9040","D","Calvin","de Haan","1.1719298245614036","57","3400","NYI@NYR","NYI","NYR","DTD","Lower body","",""
"14876-8499","LW","Sean","Bergenheim","0","0","3400","STL@MIN","MIN","STL","","","",""
"14876-15369","LW","Reid","Boucher","1.7041666666666668","24","3400","PIT@NJ","NJ","PIT","","","",""
"14876-9145","D","Ben","Lovejoy","1.1701754385964913","57","3400","PIT@NJ","PIT","NJ","IR","Upper body","",""
"14876-8636","LW","Patrik","Berglund","1.9615384615384615","26","3400","STL@MIN","STL","MIN","","","",""
"14876-12646","C","Alex","Burmistrov","1.0380952380952382","63","3300","EDM@WPG","WPG","EDM","","","",""
"14876-8210","D","Chris","Butler","0.32","5","3300","STL@MIN","STL","MIN","","","",""
"14876-21932","RW","Beau","Bennett","1.6360000000000001","25","3300","PIT@NJ","PIT","NJ","IR","Upper body","",""
"14876-42863","D","Derrick","Pouliot","1.2833333333333334","18","3300","PIT@NJ","PIT","NJ","","","",""
"14876-8231","D","Adam","Pardy","0.7117647058823531","17","3300","EDM@WPG","EDM","WPG","","","",""
"14876-15288","LW","Shane","Prince","1.4000000000000001","44","3300","NYI@NYR","NYI","NYR","","","",""
"14876-8903","D","Marco","Scandella","1.743859649122807","57","3300","STL@MIN","MIN","STL","","","",""
"14876-62492","D","Erik","Gustafsson","1.6366666666666667","30","3300","DET@CHI","CHI","DET","","","",""
"14876-14564","D","Adam","Larsson","1.3371212121212122","66","3300","PIT@NJ","NJ","PIT","","","",""
"14876-43139","C","Andreas","Athanasiou","1.4736842105263157","19","3300","DET@CHI","DET","CHI","","","",""
"14876-13913","LW","Tom","Kuhnhackl","0.8166666666666668","24","3300","PIT@NJ","PIT","NJ","","","",""
"14876-23229","LW","Nail","Yakupov","1.5799999999999998","45","3300","EDM@WPG","EDM","WPG","","","",""
"14876-8684","C","Nikolai","Kulemin","1.3225806451612903","62","3300","NYI@NYR","NYI","NYR","","","",""
"14876-62310","C","Tanner","Kero","0.9352941176470587","17","3300","DET@CHI","CHI","DET","","","",""
"14876-54477","RW","Bryan","Rust","0.993103448275862","29","3200","PIT@NJ","PIT","NJ","","","",""
"14876-8311","D","Marc","Methot","1.1807017543859648","57","3200","DAL@OTT","OTT","DAL","","","",""
"14876-42866","LW","Bobby","Farnham","1.40875","40","3200","PIT@NJ","NJ","PIT","","","",""
"14876-54457","D","Jordan","Oesterle","1.75","4","3200","EDM@WPG","EDM","WPG","","","",""
"14876-42860","C","Curtis","Lazar","1.1434426229508197","61","3200","DAL@OTT","OTT","DAL","","","",""
"14876-8417","C","Kyle","Brodziak","0.4658333333333334","60","3200","STL@MIN","STL","MIN","","","",""
"14876-9074","D","David","Schlemko","1.2017241379310346","58","3200","PIT@NJ","NJ","PIT","","","",""
"14876-9073","RW","Lauri","Korpikoski","1.0625","56","3200","EDM@WPG","EDM","WPG","","","",""
"14876-8528","D","Marc","Staal","0.9903225806451614","62","3200","NYI@NYR","NYR","NYI","DTD","Back","",""
"14876-23052","RW","Teemu","Pulkkinen","1.925","32","3200","DET@CHI","DET","CHI","","","",""
"14876-43186","D","Viktor","Svedberg","1.1526315789473685","19","3200","DET@CHI","CHI","DET","","","",""
"14876-43133","C","Luke","Glendening","1.0793650793650793","63","3200","DET@CHI","DET","CHI","","","",""
"14876-53527","LW","Marko","Dano","0.5352941176470589","17","3200","EDM@WPG","WPG","EDM","","","",""
"14876-8579","LW","Scottie","Upshall","1.1388888888888888","54","3200","STL@MIN","STL","MIN","","","",""
"14876-54503","LW","Ryan","Dzingel","1.3933333333333333","15","3100","DAL@OTT","OTT","DAL","","","",""
"14876-23928","LW","Radek","Faksa","1.186206896551724","29","3100","DAL@OTT","DAL","OTT","","","",""
"14876-8168","D","Tobias","Enstrom","1.1796875","64","3100","EDM@WPG","WPG","EDM","","","",""
"14876-10924","RW","Adam","Cracknell","1.1456521739130436","46","3100","EDM@WPG","EDM","WPG","","","",""
"14876-21926","D","Brian","Dumoulin","1.0390625","64","3100","PIT@NJ","PIT","NJ","","","",""
"14876-23412","D","Griffin","Reinhart","0.6533333333333334","15","3100","EDM@WPG","EDM","WPG","","","",""
"14876-14248","C","Anton","Lander","0.38392857142857145","56","3100","EDM@WPG","EDM","WPG","","","",""
"14876-11302","D","Eric","Gryba","1.0367924528301888","53","3100","EDM@WPG","EDM","WPG","IR","Knee","",""
"14876-11303","D","Patrick","Wiercioch","0.803921568627451","51","3100","DAL@OTT","OTT","DAL","","","",""
"14876-8350","D","Jonathan","Ericsson","1.181132075471698","53","3100","DET@CHI","DET","CHI","","","",""
"14876-10797","C","Mark","Letestu","0.9641791044776119","67","3100","EDM@WPG","EDM","WPG","","","",""
"14876-8860","D","John","Moore","1.146551724137931","58","3100","PIT@NJ","NJ","PIT","","","",""
"14876-11369","LW","David","Dziurzynski","0.9178571428571429","14","3100","DAL@OTT","OTT","DAL","","","",""
"14876-12687","D","Mark","Fayne","0.5629629629629631","54","3100","EDM@WPG","EDM","WPG","","","",""
"14876-8527","D","Michal","Rozsival","0.9337837837837837","37","3100","DET@CHI","CHI","DET","","","",""
"14876-41591","D","Jon","Merrill","0.3681818181818182","44","3100","PIT@NJ","NJ","PIT","","","",""
"14876-62856","LW","Sergey","Kalinin","0.925","62","3100","PIT@NJ","NJ","PIT","","","",""
"14876-12812","D","Jared","Spurgeon","1.7555555555555555","63","3100","STL@MIN","MIN","STL","","","",""
"14876-9002","RW","Richard","Panik","1.24","20","3100","DET@CHI","CHI","DET","","","",""
"14876-21690","D","Chris","Wideman","1.1408163265306124","49","3100","DAL@OTT","OTT","DAL","","","",""
"14876-8604","RW","Tyler","Kennedy","0.8384615384615385","39","3100","PIT@NJ","NJ","PIT","","","",""
"14876-9094","D","Arturs","Kulda","0","0","3100","EDM@WPG","WPG","EDM","","","",""
"14876-12659","RW","Brett","Bulmer","0.5166666666666666","3","3000","STL@MIN","MIN","STL","","","",""
"14876-15298","C","Tyler","Graovac","-0.09999999999999998","2","3000","STL@MIN","MIN","STL","","","",""
"14876-62157","C","Andrew","Copp","0.628813559322034","59","3000","EDM@WPG","WPG","EDM","","","",""
"14876-8140","LW","Ryan","Carter","1.0763636363636364","55","3000","STL@MIN","MIN","STL","","","",""
"14876-12641","D","Nikita","Nikitin","0.3333333333333333","9","3000","EDM@WPG","EDM","WPG","","","",""
"14876-8287","D","Kyle","Quincey","1.403448275862069","29","3000","DET@CHI","DET","CHI","","","",""
"14876-14084","RW","Paul","Thompson","0.5666666666666668","3","3000","PIT@NJ","NJ","PIT","","","",""
"14876-8285","RW","David","Jones","1.0688524590163935","61","3000","STL@MIN","MIN","STL","","","",""
"14876-61245","LW","Devin","Shore","0.7999999999999999","3","3000","DAL@OTT","DAL","OTT","O","Shoulder","",""
"14876-8161","RW","Eric","Boulton","-0.5","2","3000","NYI@NYR","NYI","NYR","","","",""
"14876-54475","D","Christian","Folin","0.48125","24","3000","STL@MIN","MIN","STL","","","",""
"14876-8164","LW","Chris","Thorburn","1.00546875","64","3000","EDM@WPG","WPG","EDM","","","",""
"14876-15340","D","Joel","Edmundson","0.9754901960784313","51","3000","STL@MIN","STL","MIN","","","",""
"14876-66675","LW","Daniel","Sprong","0.788888888888889","18","3000","PIT@NJ","PIT","NJ","","","",""
"14876-15346","C","Adam","Lowry","0.8446428571428571","56","3000","EDM@WPG","WPG","EDM","","","",""
"14876-8189","D","Mark","Stuart","0.4636363636363636","55","3000","EDM@WPG","WPG","EDM","IR","Upper body","",""
"14876-66656","D","Mike","Reilly","1.0222222222222221","18","3000","STL@MIN","MIN","STL","","","",""
"14876-8796","D","Danny","Syvret","0","0","3000","NYI@NYR","NYR","NYI","","","",""
"14876-54925","LW","Michael","Keranen","-1","1","3000","DAL@OTT","OTT","DAL","","","",""
"14876-14160","RW","Mike","Sislo","1.15","4","3000","PIT@NJ","NJ","PIT","","","",""
"14876-8749","RW","Matt","Halischuk","0.6133333333333333","15","3000","EDM@WPG","WPG","EDM","","","",""
"14876-8200","RW","Daniel","Paille","0.20000000000000004","12","3000","NYI@NYR","NYR","NYI","","","",""
"14876-10929","RW","Anthony","Peluso","0.9257142857142857","35","3000","EDM@WPG","WPG","EDM","O","Upper body","",""
"14876-8757","RW","Rob","Klinkhammer","0.17857142857142858","14","3000","EDM@WPG","EDM","WPG","","","",""
"14876-8756","C","Colin","Fraser","0","0","3000","STL@MIN","STL","MIN","","","",""
