"Id","Position","First Name","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","",""
"14823-8334","C","Pavel","Datsyuk","3.2085106382978728","47","6200","DET@DAL","DET","DAL","","","",""
"14823-8539","RW","Nick","Foligno","2.4925925925925925","54","6200","CLS@NYR","CLS","NYR","","","",""
"14823-15306","RW","Brendan","Gallagher","3.6577777777777776","45","6100","MON@SJ","MON","SJ","","","",""
"14823-13612","C","Tyler","Johnson","2.289795918367347","49","6100","TB@TOR","TB","TOR","DTD","Head","",""
"14823-8741","C","Nazem","Kadri","2.904310344827586","58","6100","TB@TOR","TOR","TB","","","",""
"14823-8436","C","Tomas","Plekanec","2.864516129032258","62","6100","MON@SJ","MON","SJ","","","",""
"14823-9107","D","P.K.","Subban","3.234677419354839","62","6100","MON@SJ","MON","SJ","","","",""
"14823-8614","C","Joe","Thornton","3.3901639344262295","61","6100","MON@SJ","SJ","MON","","","",""
"14823-8258","RW","Patrick","Sharp","3.1690476190476193","63","6000","DET@DAL","DAL","DET","","","",""
"14823-15315","LW","Ondrej","Palat","2.0214285714285714","42","6000","TB@TOR","TB","TOR","","","",""
"14823-8335","LW","Henrik","Zetterberg","2.670967741935484","62","6000","DET@DAL","DET","DAL","","","",""
"14823-8515","C","Brandon","Dubinsky","2.700892857142857","56","6000","CLS@NYR","CLS","NYR","","","",""
"14823-15360","LW","J.T.","Miller","2.47741935483871","62","6000","CLS@NYR","NYR","CLS","","","",""
"14823-8230","D","Mark","Giordano","2.6098360655737705","61","5900","CGY@PHI","CGY","PHI","","","",""
"14823-8669","D","Victor","Hedman","2.6754098360655734","61","5900","TB@TOR","TB","TOR","","","",""
"14823-15280","RW","Brandon","Saad","2.8758064516129034","62","5800","CLS@NYR","CLS","NYR","","","",""
"14823-12252","G","Anders","Lindback","2.4842105263157896","19","5800","ARI@PIT","ARI","PIT","IR","Achilles","",""
"14823-14457","D","John","Klingberg","3.0507936507936506","63","5800","DET@DAL","DAL","DET","","","",""
"14823-21523","LW","Alex","Killorn","2.3016393442622953","61","5800","TB@TOR","TB","TOR","","","",""
"14823-21927","LW","Chris","Kreider","2.426271186440678","59","5700","CLS@NYR","NYR","CLS","","","",""
"14823-41592","LW","Max","Domi","2.6411290322580645","62","5700","ARI@PIT","ARI","PIT","","","",""
"14823-12411","D","Ryan","McDonagh","2.248214285714286","56","5700","CLS@NYR","NYR","CLS","","","",""
"14823-8562","LW","Scott","Hartnell","2.862295081967213","61","5700","CLS@NYR","CLS","NYR","","","",""
"14823-9189","C","Mikael","Backlund","2.1918032786885244","61","5700","CGY@PHI","CGY","PHI","","","",""
"14823-9079","D","Keith","Yandle","2.3677419354838714","62","5600","CLS@NYR","NYR","CLS","","","",""
"14823-62788","RW","Dylan","Larkin","3.193333333333334","60","5600","DET@DAL","DET","DAL","","","",""
"14823-8534","C","Jason","Spezza","3.214035087719298","57","5500","DET@DAL","DAL","DET","","","",""
"14823-12253","RW","Mats","Zuccarello Aasen","2.9193548387096775","62","5500","CLS@NYR","NYR","CLS","","","",""
"14823-14056","RW","Cam","Atkinson","2.7096774193548385","62","5500","CLS@NYR","CLS","NYR","","","",""
"14823-8578","RW","Shane","Doan","3.3556603773584905","53","5400","ARI@PIT","ARI","PIT","","","",""
"14823-8520","RW","Ryan","Callahan","2.124590163934426","61","5300","TB@TOR","TB","TOR","","","",""
"14823-15308","C","Sean","Couturier","2.416279069767442","43","5200","CGY@PHI","PHI","CGY","","","",""
"14823-15357","LW","Carl","Hagelin","1.7050000000000003","60","5200","ARI@PIT","PIT","ARI","","","",""
"14823-13982","LW","Gustav","Nyquist","2.2419354838709675","62","5200","DET@DAL","DET","DAL","","","",""
"14823-8628","D","Marc-Edouard","Vlasic","2.5043103448275863","58","5200","MON@SJ","SJ","MON","","","",""
"14823-54521","D","Shayne","Gostisbehere","3.2139534883720926","43","5100","CGY@PHI","PHI","CGY","","","",""
"14823-8619","C","Patrick","Marleau","2.485245901639344","61","5100","MON@SJ","SJ","MON","","","",""
"14823-9321","RW","Tomas","Tatar","2.4295081967213115","61","5000","DET@DAL","DET","DAL","","","",""
"14823-8575","C","Martin","Hanzal","2.6979591836734693","49","5000","ARI@PIT","ARI","PIT","","","",""
"14823-15258","G","Garret","Sparks","4.720000000000001","5","4900","TB@TOR","TOR","TB","","","",""
"14823-38243","G","Anthony","Stolarz","0","0","4900","CGY@PHI","PHI","CGY","","","",""
"14823-11158","D","T.J.","Brodie","2.4326923076923075","52","4900","CGY@PHI","CGY","PHI","","","",""
"14823-23233","LW","Alex","Galchenyuk","2.4919354838709675","62","4900","MON@SJ","MON","SJ","","","",""
"14823-8341","RW","Justin","Abdelkader","2.3951612903225805","62","4800","DET@DAL","DET","DAL","","","",""
"14823-40036","LW","Tomas","Hertl","2.625","60","4700","MON@SJ","SJ","MON","","","",""
"14823-8918","D","Anton","Stralman","2.1500000000000004","62","4700","TB@TOR","TB","TOR","","","",""
"14823-15313","LW","Vladislav","Namestnikov","1.9933333333333332","60","4600","TB@TOR","TB","TOR","","","",""
"14823-58332","C","Samuel","Bennett","2.059166666666667","60","4600","CGY@PHI","CGY","PHI","","","",""
"14823-15356","D","Dougie","Hamilton","1.8819672131147542","61","4600","CGY@PHI","CGY","PHI","","","",""
"14823-43120","RW","Anthony","Duclair","2.1557377049180326","61","4600","ARI@PIT","ARI","PIT","","","",""
"14823-8584","RW","Mikkel","Boedker","2.1306451612903223","62","4600","ARI@PIT","ARI","PIT","","","",""
"14823-8340","LW","Darren","Helm","1.6913793103448276","58","4500","DET@DAL","DET","DAL","","","",""
"14823-8833","RW","Pierre","Parenteau","2.4633333333333334","60","4500","TB@TOR","TOR","TB","DTD","Upper body","",""
"14823-58990","C","Kevin","Hayes","2.1283333333333334","60","4500","CLS@NYR","NYR","CLS","","","",""
"14823-8315","LW","Brad","Richards","2.18125","48","4400","DET@DAL","DET","DAL","","","",""
"14823-8397","C","Brad","Richardson","1.743548387096774","62","4400","ARI@PIT","ARI","PIT","","","",""
"14823-41394","D","Seth","Jones","1.646774193548387","62","4400","CLS@NYR","CLS","NYR","","","",""
"14823-8538","RW","Milan","Michalek","1.6843750000000002","32","4400","TB@TOR","TOR","TB","IR","Finger","",""
"14823-8506","D","Mark","Streit","1.7785714285714287","42","4400","CGY@PHI","PHI","CGY","","","",""
"14823-9270","D","Jason","Demers","2.1517857142857144","56","4300","DET@DAL","DAL","DET","","","",""
"14823-8446","D","Andrei","Markov","1.8709677419354838","62","4300","MON@SJ","MON","SJ","","","",""
"14823-8336","C","Valtteri","Filppula","1.6403225806451613","62","4300","TB@TOR","TB","TOR","","","",""
"14823-8362","RW","Ales","Hemsky","1.8232142857142857","56","4300","DET@DAL","DAL","DET","DTD","Illness","",""
"14823-8356","RW","Sam","Gagner","1.6953125","32","4300","CGY@PHI","PHI","CGY","","","",""
"14823-23054","RW","Leo","Komarov","2.463157894736842","57","4300","TB@TOR","TOR","TB","","","",""
"14823-8972","C","Tyler","Bozak","2.425531914893617","47","4300","TB@TOR","TOR","TB","IR","Head","",""
"14823-11122","C","Nick","Bonino","1.3865853658536587","41","4300","ARI@PIT","PIT","ARI","","","",""
"14823-8310","D","Kris","Russell","1.0862745098039217","51","4200","CGY@PHI","CGY","PHI","O","Lower body","",""
"14823-8726","D","Mike","Green","1.6796296296296296","54","4200","DET@DAL","DET","DAL","","","",""
"14823-8459","RW","Joel","Ward","2.3016949152542376","59","4200","MON@SJ","SJ","MON","","","",""
"14823-8384","RW","Michael","Frolik","2.2204081632653065","49","4100","CGY@PHI","CGY","PHI","","","",""
"14823-42417","LW","Jonathan","Drouin","1.5052631578947369","19","4100","TB@TOR","TB","TOR","O","Suspension","",""
"14823-8348","D","Niklas","Kronwall","1.2255319148936168","47","4100","DET@DAL","DET","DAL","","","",""
"14823-39146","LW","Tobias","Rieder","2.1193548387096777","62","4000","ARI@PIT","ARI","PIT","","","",""
"14823-8327","D","Trevor","Daley","1.4033333333333333","60","4000","ARI@PIT","PIT","ARI","","","",""
"14823-23053","RW","Jesper","Fast","1.43","60","4000","CLS@NYR","NYR","CLS","DTD","Illness","",""
"14823-54743","C","Alexander","Wennberg","1.7039215686274511","51","4000","CLS@NYR","CLS","NYR","","","",""
"14823-8569","D","Matt","Carle","0.6217391304347827","46","4000","TB@TOR","TB","TOR","","","",""
"14823-8999","D","Matt","Lashoff","0","0","4000","MON@SJ","MON","SJ","","","",""
"14823-12299","D","David","Savard","1.4489130434782609","46","4000","CLS@NYR","CLS","NYR","","","",""
"14823-8484","LW","David","Clarkson","0.49166666666666675","18","4000","CLS@NYR","CLS","NYR","O","Upper body","",""
"14823-12094","D","Kevin","Connauton","1.7666666666666666","45","4000","ARI@PIT","ARI","PIT","","","",""
"14823-60686","LW","Mattias","Janmark","1.8555555555555556","63","3900","DET@DAL","DAL","DET","","","",""
"14823-42862","D","Olli","Maatta","1.701851851851852","54","3900","ARI@PIT","PIT","ARI","","","",""
"14823-40039","LW","Michael","Raffl","1.501639344262295","61","3900","CGY@PHI","PHI","CGY","","","",""
"14823-9990","C","Lars","Eller","1.435483870967742","62","3900","MON@SJ","MON","SJ","","","",""
"14823-14451","LW","Oscar","Lindberg","2.1228813559322033","59","3900","CLS@NYR","NYR","CLS","","","",""
"14823-12645","RW","Devante","Smith-Pelly","1.25","46","3800","MON@SJ","MON","SJ","","","",""
"14823-8295","C","Antoine","Vermette","1.6946428571428573","56","3800","ARI@PIT","ARI","PIT","","","",""
"14823-15333","LW","Antoine","Roussel","1.7270491803278687","61","3800","DET@DAL","DAL","DET","","","",""
"14823-37968","RW","Jonathan","Audy-Marchessault","1.7176470588235295","34","3800","TB@TOR","TB","TOR","","","",""
"14823-11293","LW","Joe","Colborne","1.6259615384615385","52","3800","CGY@PHI","CGY","PHI","","","",""
"14823-8956","D","Michael","Stone","1.961290322580645","62","3800","ARI@PIT","ARI","PIT","","","",""
"14823-8526","D","Daniel","Girardi","1.3767857142857143","56","3800","CLS@NYR","NYR","CLS","","","",""
"14823-8469","D","Kevin","Klein","1.4234693877551021","49","3800","CLS@NYR","NYR","CLS","","","",""
"14823-13932","RW","Matt","Read","1.678448275862069","58","3800","CGY@PHI","PHI","CGY","","","",""
"14823-8642","RW","Brad","Boyes","1.6583333333333332","48","3800","TB@TOR","TOR","TB","","","",""
"14823-8746","LW","Matt","Calvert","1.3574074074074074","54","3700","CLS@NYR","CLS","NYR","","","",""
"14823-15255","LW","Josh","Leivo","2.511111111111111","9","3700","TB@TOR","TOR","TB","","","",""
"14823-39145","D","Dan","DeKeyser","1.389655172413793","58","3700","DET@DAL","DET","DAL","","","",""
"14823-9325","RW","Patrick","Eaves","1.485","40","3700","DET@DAL","DAL","DET","DTD","Illness","",""
"14823-58879","LW","Scott","Wilson","1.7294117647058822","17","3700","ARI@PIT","PIT","ARI","","","",""
"14823-39990","C","William","Karlsson","1","62","3700","CLS@NYR","CLS","NYR","","","",""
"14823-21710","LW","J.T.","Brown","1.9741379310344827","58","3700","TB@TOR","TB","TOR","","","",""
"14823-37880","LW","Scott","Laughton","1.339655172413793","58","3700","CGY@PHI","PHI","CGY","","","",""
"14823-9104","C","David","Desharnais","1.6421052631578947","57","3700","MON@SJ","MON","SJ","IR","Foot","",""
"14823-39234","LW","Matthew","Nieto","1.1152542372881356","59","3700","MON@SJ","SJ","MON","","","",""
"14823-8611","D","Alex","Goligoski","1.7873015873015872","63","3700","DET@DAL","DAL","DET","","","",""
"14823-15307","C","Nick","Cousins","1.70625","16","3600","CGY@PHI","PHI","CGY","","","",""
"14823-64103","RW","Sergei","Plotnikov","0.5875","32","3600","ARI@PIT","ARI","PIT","","","",""
"14823-11284","C","Cody","Eakin","1.7793650793650793","63","3600","DET@DAL","DAL","DET","","","",""
"14823-38947","D","Andrej","Sustr","0.95","60","3600","TB@TOR","TB","TOR","","","",""
"14823-11254","D","Ian","Cole","0.6395833333333334","48","3600","ARI@PIT","PIT","ARI","","","",""
"14823-12288","RW","Tommy","Wingels","1.3026785714285716","56","3600","MON@SJ","SJ","MON","IR","Shoulder","",""
"14823-62783","RW","Joonas","Donskoi","1.7982142857142858","56","3600","MON@SJ","SJ","MON","","","",""
"14823-12952","D","Jake","Gardiner","1.4736842105263157","57","3600","TB@TOR","TOR","TB","","","",""
"14823-8742","RW","Viktor","Stalberg","1.6196428571428572","56","3500","CLS@NYR","NYR","CLS","","","",""
"14823-8236","C","Matt","Cullen","1.3383333333333334","60","3500","ARI@PIT","PIT","ARI","","","",""
"14823-41392","RW","Valeri","Nichushkin","1.7333333333333334","60","3500","DET@DAL","DAL","DET","","","",""
"14823-8626","D","Dan","Boyle","1.518181818181818","55","3500","CLS@NYR","NYR","CLS","","","",""
"14823-8299","LW","R.J.","Umberger","1.175","38","3400","CGY@PHI","PHI","CGY","","","",""
"14823-12613","D","Radko","Gudas","1.230909090909091","55","3400","CGY@PHI","PHI","CGY","","","",""
"14823-21921","C","Riley","Sheahan","1.1295081967213116","61","3400","DET@DAL","DET","DAL","","","",""
"14823-42863","D","Derrick","Pouliot","1.3","14","3400","ARI@PIT","PIT","ARI","","","",""
"14823-54951","C","Pierre-Edouard","Bellemare","0.9424528301886793","53","3400","CGY@PHI","PHI","CGY","","","",""
"14823-13913","LW","Tom","Kuhnhackl","0.825","20","3400","ARI@PIT","PIT","ARI","","","",""
"14823-8992","RW","Colton","Sceviour","1.4890909090909092","55","3400","DET@DAL","DAL","DET","","","",""
"14823-8663","LW","Steve","Downie","1.4634615384615384","26","3400","ARI@PIT","ARI","PIT","","","",""
"14823-9145","D","Ben","Lovejoy","1.1701754385964913","57","3400","ARI@PIT","PIT","ARI","IR","Upper body","",""
"14823-43008","LW","Jordan","Martinook","1.416393442622951","61","3400","ARI@PIT","ARI","PIT","","","",""
"14823-37881","D","Morgan","Rielly","1.6916666666666667","60","3400","TB@TOR","TOR","TB","","","",""
"14823-23286","D","Ryan","Murray","1.2634920634920634","63","3400","CLS@NYR","CLS","NYR","","","",""
"14823-15302","D","Nathan","Beaulieu","1.2883928571428573","56","3300","MON@SJ","MON","SJ","IR","Lower body","",""
"14823-23928","C","Radek","Faksa","1.1884615384615385","26","3300","DET@DAL","DAL","DET","","","",""
"14823-11405","LW","Ben","Smith","-0.09999999999999999","6","3300","TB@TOR","TOR","TB","","","",""
"14823-21932","RW","Beau","Bennett","1.6360000000000001","25","3300","ARI@PIT","PIT","ARI","IR","Upper body","",""
"14823-39676","RW","Cedric","Paquette","1.1368421052631579","38","3300","TB@TOR","TB","TOR","","","",""
"14823-9087","LW","Nick","Spaling","0.8131578947368421","38","3300","MON@SJ","SJ","MON","","","",""
"14823-8487","D","Johnny","Oduya","1.2873015873015872","63","3300","DET@DAL","DAL","DET","","","",""
"14823-8139","RW","Joffrey","Lupul","1.6260869565217393","46","3200","TB@TOR","TOR","TB","IR","Abdomen","",""
"14823-8287","D","Kyle","Quincey","1.537037037037037","27","3200","DET@DAL","DET","DAL","","","",""
"14823-8286","D","Scott","Hannan","0","0","3200","MON@SJ","SJ","MON","","","",""
"14823-42795","RW","Michael","McCarron","2.1999999999999997","3","3200","MON@SJ","MON","SJ","","","",""
"14823-12601","D","Dalton","Prout","0.8793478260869566","46","3200","CLS@NYR","CLS","NYR","","","",""
"14823-14155","C","Mark","Arcobello","1.41","20","3200","TB@TOR","TOR","TB","","","",""
"14823-21935","D","Connor","Murphy","1.1172413793103448","58","3200","ARI@PIT","ARI","PIT","","","",""
"14823-42970","LW","Josh","Jooris","1.0743902439024389","41","3200","CGY@PHI","CGY","PHI","","","",""
"14823-8528","D","Marc","Staal","0.9900000000000001","60","3200","CLS@NYR","NYR","CLS","","","",""
"14823-8531","D","Michael","Del Zotto","1.2634615384615384","52","3200","CGY@PHI","PHI","CGY","IR","Wrist","",""
"14823-23052","RW","Teemu","Pulkkinen","1.925","32","3200","DET@DAL","DET","DAL","","","",""
"14823-8567","D","Braydon","Coburn","1.0588709677419357","62","3200","TB@TOR","TB","TOR","","","",""
"14823-12265","D","Mark","Barberio","1.0047619047619047","21","3200","MON@SJ","MON","SJ","","","",""
"14823-8486","D","Paul","Martin","0.9172413793103449","58","3200","MON@SJ","SJ","MON","","","",""
"14823-8650","D","Roman","Polak","1.2448275862068967","58","3200","MON@SJ","SJ","MON","","","",""
"14823-43133","C","Luke","Glendening","1.0606557377049182","61","3200","DET@DAL","DET","DAL","","","",""
"14823-8576","LW","Vernon","Fiddler","1.2484126984126984","63","3200","DET@DAL","DAL","DET","","","",""
"14823-9109","RW","Ryan","White","1.3586538461538462","52","3200","CGY@PHI","PHI","CGY","","","",""
"14823-54522","D","Viktor","Loov","2.1","4","3100","TB@TOR","TOR","TB","","","",""
"14823-42791","RW","Sven","Andrighetto","1.5500000000000003","28","3100","MON@SJ","MON","SJ","","","",""
"14823-8285","RW","David","Jones","1.0305084745762711","59","3100","CGY@PHI","CGY","PHI","","","",""
"14823-8191","D","Matt","Hunwick","0.7127272727272728","55","3100","TB@TOR","TOR","TB","","","",""
"14823-21936","D","Dylan","Demelo","0.7242424242424242","33","3100","MON@SJ","SJ","MON","","","",""
"14823-39643","D","Nikita","Nesterov","1.0935897435897435","39","3100","TB@TOR","TB","TOR","","","",""
"14823-8753","LW","Tanner","Glass","0.7368421052631579","38","3100","CLS@NYR","NYR","CLS","","","",""
"14823-8218","RW","Rene","Bourque","0.8642857142857142","42","3100","CLS@NYR","CLS","NYR","","","",""
"14823-15272","RW","Michael","Ferland","1.1460000000000001","50","3100","CGY@PHI","CGY","PHI","","","",""
"14823-8895","D","Justin","Falk","0.8525","20","3100","CLS@NYR","CLS","NYR","","","",""
"14823-8350","D","Jonathan","Ericsson","1.1705882352941177","51","3100","DET@DAL","DET","DAL","","","",""
"14823-11363","RW","Brandon","Bollig","0.9575757575757576","33","3100","CGY@PHI","CGY","PHI","","","",""
"14823-8517","C","Brian","Boyle","1.1803571428571427","56","3100","TB@TOR","TB","TOR","","","",""
"14823-9061","C","Peter","Holland","1.8254545454545457","55","3100","TB@TOR","TOR","TB","","","",""
"14823-21687","D","Greg","Pateryn","0.4194444444444445","18","3100","MON@SJ","MON","SJ","","","",""
"14823-11148","LW","Paul","Byron","1.061904761904762","42","3100","MON@SJ","MON","SJ","","","",""
"14823-14481","D","Alexei","Emelin","0.6759615384615386","52","3100","MON@SJ","MON","SJ","","","",""
"14823-58920","LW","Jiri","Sekac","0.9464285714285714","28","3100","ARI@PIT","ARI","PIT","","","",""
"14823-12089","LW","Colin","Greening","1.7222222222222223","9","3100","TB@TOR","TOR","TB","","","",""
"14823-15398","D","Brandon","Manning","0.991891891891892","37","3100","CGY@PHI","PHI","CGY","","","",""
"14823-62785","D","Yevgeni","Medvedev","1.553658536585366","41","3100","CGY@PHI","PHI","CGY","","","",""
"14823-12121","D","Cody","Goloubef","1.1888888888888889","27","3100","CLS@NYR","CLS","NYR","","","",""
"14823-11410","D","Justin","Braun","1.5898305084745765","59","3000","MON@SJ","SJ","MON","","","",""
"14823-8810","LW","Michael","Grabner","1.053448275862069","58","3000","TB@TOR","TOR","TB","","","",""
"14823-49563","C","Tyler","Gaudet","0.5285714285714286","14","3000","ARI@PIT","ARI","PIT","","","",""
"14823-8141","LW","Mike","Brown","0.7852272727272727","44","3000","MON@SJ","SJ","MON","","","",""
"14823-12665","RW","Craig","Cunningham","0.6555555555555556","9","3000","ARI@PIT","ARI","PIT","","","",""
"14823-42784","D","Jyrki","Jokipakka","0.6725","40","3000","DET@DAL","DAL","DET","","","",""
"14823-8827","D","Andrew","MacDonald","0.9375","8","3000","CGY@PHI","PHI","CGY","","","",""
"14823-61245","LW","Devin","Shore","0.7999999999999999","3","3000","DET@DAL","DAL","DET","O","Shoulder","",""
"14823-54517","C","Jacob","De La Rose","0.8888888888888888","9","3000","MON@SJ","MON","SJ","","","",""
"14823-42772","RW","Josh","Anderson","1.01","10","3000","CLS@NYR","CLS","NYR","","","",""
"14823-12630","C","Michael","Chaput","2.4833333333333334","3","3000","CLS@NYR","CLS","NYR","","","",""
"14823-12631","LW","Tye","McGinn","0.2","2","3000","TB@TOR","TB","TOR","","","",""
"14823-54477","RW","Bryan","Rust","0.92","25","3000","ARI@PIT","PIT","ARI","","","",""
"14823-12625","C","Jordan","Weal","0.2076923076923077","13","3000","CGY@PHI","PHI","CGY","IR","Upper body","",""
"14823-42777","LW","Kerby","Rychel","1.2984375","32","3000","CLS@NYR","CLS","NYR","","","",""
"14823-66675","LW","Daniel","Sprong","0.788888888888889","18","3000","ARI@PIT","PIT","ARI","","","",""
"14823-10965","RW","Colin","McDonald","1.27","5","3000","CGY@PHI","PHI","CGY","","","",""
"14823-8309","D","Fedor","Tyutin","0.20392156862745098","51","3000","CLS@NYR","CLS","NYR","","","",""
"14823-8304","RW","Jared","Boll","0.355","20","3000","CLS@NYR","CLS","NYR","O","Neck","",""
"14823-9276","LW","Richard","Clune","0.8444444444444444","18","3000","TB@TOR","TOR","TB","","","",""
"14823-8798","LW","John","Scott","0.9681818181818183","11","3000","MON@SJ","MON","SJ","","","",""
"14823-8796","D","Danny","Syvret","0","0","3000","CLS@NYR","NYR","CLS","","","",""
"14823-8200","RW","Daniel","Paille","0.20000000000000004","12","3000","CLS@NYR","NYR","CLS","","","",""
"14823-21926","D","Brian","Dumoulin","1.0016666666666667","60","3000","ARI@PIT","PIT","ARI","","","",""
"14823-8758","RW","Mike","Blunden","2.261111111111111","9","3000","TB@TOR","TB","TOR","","","",""
"14823-15257","D","Stuart","Percy","-0.5333333333333333","3","3000","TB@TOR","TOR","TB","","","",""
"14823-15259","D","Frank","Corrado","0.623529411764706","17","3000","TB@TOR","TOR","TB","","","",""
"14823-15277","C","Phillip","Danault","0.9064516129032258","31","3000","MON@SJ","MON","SJ","","","",""
